"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year"
"GF0306"," Public order and safety not elsewhere classified",272,283,0,0,0,"M",0,"M",0,0,0,2073,0,"M",2066,"M",0,0,"M",0,"M",0,1330,1645,"L","L",209,0,63,1330,0,3958,"GF03",2020
"GF0401"," General economic, commercial and labour affairs",317,2515,70426,0,0,"M",0,"M",0,0,0,6105,0,"M",5556,"M",3290,0,"M",2945,"M",0,2780,4640,"L","L",312,0,5,2780,0,85433,"GF04",2020
"GF0402"," Agriculture, forestry, fishing and hunting",135,749,2533,0,0,"M",0,"M",0,0,0,304,0,"M",138,"M",130,0,"M",55,"M",0,1176,1797,"L","L",137,0,-2,1176,0,5027,"GF04",2020
"GF0403"," Fuel and Energy",4,119,8293,0,0,"M",0,"M",0,0,0,33,0,"M",15,"M",29,0,"M",0,"M",0,305,379,"L","L",4,0,0,305,0,8783,"GF04",2020
"GF0404"," Mining, manufacturing and construction",0,5,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",10,0,"M",10,"M",0,29,29,"L","L",0,0,0,29,0,44,"GF04",2020
"GF0405"," Transport",12654,2979,11209,0,0,"M",0,"M",0,0,0,1269,0,"M",1079,"M",5294,0,"M",4034,"M",0,5477,9593,"L","L",12911,0,-257,5477,0,38882,"GF04",2020
"GF0406"," Communication",2,0,50,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",49,0,"M",0,"M",0,27,31,"L","L",2,0,0,27,0,128,"GF04",2020
"GF0407"," Other Industries",4,46,0,0,0,"M",0,"M",0,0,0,25,0,"M",0,"M",5,0,"M",1,"M",0,77,114,"L","L",4,0,0,77,0,157,"GF04",2020
"GF0408"," Research and Development Economic Affairs",1577,525,8394,0,0,"M",0,"M",0,0,0,11010,0,"M",11014,"M",5244,0,"M",11,"M",0,700,1389,"L","L",1577,0,0,700,0,27450,"GF04",2020
"GF0409"," Economic Affairs not elsewhere classified",19,282,0,0,0,"M",0,"M",0,0,0,21,0,"M",0,"M",74,0,"M",0,"M",0,192,477,"L","L",19,0,0,192,0,588,"GF04",2020
"GF0501"," Waste Management",1715,70,1,0,0,"M",0,"M",0,0,0,71,0,"M",35,"M",48,0,"M",28,"M",0,1539,2353,"L","L",1715,0,0,1539,0,3444,"GF05",2020
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,34,"L","L",0,0,0,0,0,0,"GF05",2020
"GF0503"," Pollution Abatement",0,15,0,0,0,"M",0,"M",0,0,0,78,0,"M",74,"M",157,0,"M",118,"M",0,74,89,"L","L",0,0,0,74,0,324,"GF05",2020
"GF0504"," Protection of biodiversity and landscape",9,192,0,0,0,"M",0,"M",0,0,0,64,0,"M",62,"M",2,0,"M",0,"M",0,181,294,"L","L",7,0,2,181,0,448,"GF05",2020
"GF0505"," Research and Development Environmental Protection",375,72,0,0,0,"M",0,"M",0,0,0,4,0,"M",0,"M",50,0,"M",0,"M",0,76,314,"L","L",375,0,0,76,0,577,"GF05",2020
"GF0506"," Environmental Protection not elsewhere classified",161,515,1,0,0,"M",0,"M",0,0,0,187,0,"M",65,"M",797,0,"M",160,"M",0,465,817,"L","L",161,0,0,465,0,2126,"GF05",2020
"GF0601"," Housing Development",-3,59,5,0,0,"M",0,"M",0,0,0,567,0,"M",488,"M",3356,0,"M",1094,"M",0,43,83,"L","L",-3,0,0,43,0,4027,"GF06",2020
"GF0602"," Community Development",12,142,6,0,0,"M",0,"M",0,0,0,38041,0,"M",37627,"M",1219,0,"M",1157,"M",0,195,332,"L","L",10,0,2,195,0,39615,"GF06",2020
"GF0603"," Water supply",158,63,0,0,0,"M",0,"M",0,0,0,3,0,"M",0,"M",43,0,"M",0,"M",0,190,232,"L","L",158,0,0,190,0,457,"GF06",2020
"GF0604"," Street Lighting",20,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,16,16,"L","L",20,0,0,16,0,36,"GF06",2020
"GF0605"," Research and Development Housing & Community amenities",8,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",1,0,"M",0,"M",0,0,4,"L","L",8,0,0,0,0,9,"GF06",2020
"GF0606"," Housing & Community amenities not elsewhere classified",1,157,0,0,0,"M",0,"M",0,0,0,294,0,"M",290,"M",897,0,"M",892,"M",0,39,191,"L","L",1,0,0,39,0,1388,"GF06",2020
"GF0701"," Medical Products appliances and equipment",0,0,16,0,0,"M",0,"M",0,10596,10596,3366,0,"M",3366,"M",0,0,"M",0,"M",0,784,11380,"L","L",0,0,0,784,0,14762,"GF07",2020
"GF0702"," Outpatient Services",384,4425,6,0,0,"M",0,"M",0,13600,13600,110,0,"M",89,"M",276,0,"M",2,"M",0,5808,24035,"L","L",384,0,0,5808,0,24609,"GF07",2020
"GF0703"," Hospital Services",7729,75594,0,0,0,"M",0,"M",0,13376,13376,918,0,"M",915,"M",123,0,"M",60,"M",0,62693,152368,"L","L",7708,0,21,62693,0,160433,"GF07",2020
"GF0704"," Public Health Services",-4,21,44,0,0,"M",0,"M",0,128,128,3,0,"M",2,"M",0,0,"M",0,"M",0,620,765,"L","L",-4,0,0,620,0,812,"GF07",2020
"GF0705"," Research and Development Health",1653,9,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",182,0,"M",0,"M",0,1438,1794,"L","L",1645,0,8,1438,0,3282,"GF07",2020
"GF0706"," Health not elsewhere classified",129,1485,0,0,0,"M",0,"M",0,0,0,3939,0,"M",1542,"M",736,0,"M",729,"M",0,1247,1405,"L","L",162,0,-33,1247,0,7536,"GF07",2020
"GF0801"," Recreational & Sporting Services",-12,77,0,0,0,"M",0,"M",0,0,0,365,0,"M",28,"M",42,0,"M",3,"M",0,159,325,"L","L",10,0,-22,159,0,631,"GF08",2020
"GF0802"," Cultural Services",333,610,47,0,0,"M",0,"M",0,0,0,1240,0,"M",13,"M",318,0,"M",114,"M",0,526,1152,"L","L",333,0,0,526,0,3074,"GF08",2020
"GF0803"," Broadcasting & Publishing Services",118,1394,0,0,0,"M",0,"M",0,0,0,62,0,"M",0,"M",123,0,"M",76,"M",0,2879,4100,"L","L",118,0,0,2879,0,4576,"GF08",2020
"GF0804"," Religious & Other Community Services",5,16,0,0,0,"M",0,"M",0,0,0,31,0,"M",0,"M",9,0,"M",3,"M",0,56,55,"L","L",5,0,0,56,0,117,"GF08",2020
"GF0805"," Research and Development Recreation,  Culture & Religion",18,17,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",88,0,"M",0,"M",0,1,31,"L","L",18,0,0,1,0,124,"GF08",2020
"GF0806"," Recreation, Culture & Religion not elsewhere classified",23,55,2,0,0,"M",0,"M",0,0,0,29,0,"M",0,"M",0,0,"M",0,"M",0,47,156,"L","L",23,0,0,47,0,156,"GF08",2020
"GF0901"," Pre-primary  & Primary Education",49,785,4,0,0,"M",0,"M",30,0,30,4974,0,"M",4916,"M",135,0,"M",131,"M",0,137,954,"L","L",49,0,0,137,0,6114,"GF09",2020
"GF0902"," Secondary Education",3271,21409,482,0,0,"M",0,"M",0,0,0,-71,0,"M",-71,"M",1,0,"M",0,"M",0,6508,28569,"L","L",3265,0,6,6508,0,31600,"GF09",2020
"GF0903"," Post-Secondary Non-Tertiary Education",0,0,0,0,0,"M",0,"M",0,0,0,3680,0,"M",0,"M",0,0,"M",0,"M",0,0,4,"L","L",0,0,0,0,0,3680,"GF09",2020
"GF0904"," Tertiary Education",53,191,32,0,0,"M",0,"M",0,0,0,3226,0,"M",5,"M",15161,0,"M",4,"M",0,414,577,"L","L",53,0,0,414,0,19077,"GF09",2020
"GF0905"," Education not Definable by Level",0,76,217,0,0,"M",0,"M",0,0,0,11017,0,"M",7166,"M",295,0,"M",43,"M",0,1369,1386,"L","L",1,0,-1,1369,0,12974,"GF09",2020
"GF0906"," Subsidiary Services to Education",3,207,4,0,0,"M",0,"M",0,0,0,390,0,"M",333,"M",0,0,"M",0,"M",0,935,1108,"L","L",3,0,0,935,0,1539,"GF09",2020
"GF0907"," Research and Development Education",20,8,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",2503,0,"M",0,"M",0,11,18,"L","L",20,0,0,11,0,2542,"GF09",2020
"GF0908"," Education not elsewhere classified",155,629,0,0,0,"M",0,"M",0,0,0,21351,0,"M",20935,"M",2626,0,"M",2340,"M",0,981,1506,"L","L",105,0,50,981,0,25742,"GF09",2020
"GF1001"," Sickness & Disability",0,480,0,0,0,"M",0,"M",48146,0,48146,45,0,"M",0,"M",1,0,"M",0,"M",0,285,713,"L","L",0,0,0,285,0,48957,"GF10",2020
"GF1002"," Old Age",0,603,645,0,0,"M",0,"M",151897,0,151897,0,0,"M",0,"M",129,0,"M",0,"M",0,259,848,"L","L",0,0,0,259,0,153533,"GF10",2020
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1163,0,1163,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1163,"GF10",2020
"GF1004"," Family & Children",2,219,0,0,0,"M",0,"M",14351,0,14351,605,0,"M",144,"M",21,0,"M",21,"M",0,210,394,"L","L",2,0,0,210,0,15408,"GF10",2020
"GF1005"," Unemployment",0,4,0,0,0,"M",0,"M",1541,0,1541,0,0,"M",0,"M",0,0,"M",0,"M",0,4,0,"L","L",0,0,0,4,0,1549,"GF10",2020
"GF1006"," Housing",0,0,0,0,0,"M",0,"M",460,0,460,18151,0,"M",18151,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,18611,"GF10",2020
"GF1007"," Social Exclusion not elsewhere classified",0,10,27,0,0,"M",0,"M",52486,0,52486,523,0,"M",469,"M",2,0,"M",2,"M",0,69,79,"L","L",0,0,0,69,0,53117,"GF10",2020
"GF1008"," Research and Development Social Protection",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,0,"GF10",2020
"GF1009"," Social Protection not elsewhere classified",235,1949,1,0,0,"M",0,"M",99,0,99,985,0,"M",102,"M",0,0,"M",0,"M",0,2149,4066,"L","L",235,0,0,2149,0,5418,"GF10",2020
