"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year"
"GF0603"," Water supply",160,56,0,0,0,"M",0,"M",0,0,0,1,0,"M",0,"M",0,0,"M",0,"M",0,157,229,"L","L",160,0,0,157,0,374,"GF06",2014
"GF0604"," Street Lighting",8,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,14,18,"L","L",8,0,0,14,0,22,"GF06",2014
"GF0605"," Research and Development Housing & Community amenities",4,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,3,3,"L","L",4,0,0,3,0,7,"GF06",2014
"GF0606"," Housing & Community amenities not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,17,0,"M",5,"M",226,0,"M",223,"M",0,162,162,"L","L",0,0,0,162,0,405,"GF06",2014
"GF0701"," Medical Products appliances and equipment",0,0,15,0,0,"M",0,"M",0,8111,8111,2626,0,"M",2626,"M",0,0,"M",0,"M",0,659,8693,"L","L",0,0,0,659,0,11411,"GF07",2014
"GF0702"," Outpatient Services",270,3015,1,0,0,"M",0,"M",0,11213,11213,8,0,"M",1,"M",39,0,"M",0,"M",0,4490,18938,"L","L",270,0,0,4490,0,19036,"GF07",2014
"GF0703"," Hospital Services",4315,53221,0,0,0,"M",0,"M",0,7569,7569,88,0,"M",87,"M",128,0,"M",117,"M",0,35616,98966,"L","L",4335,0,-20,35616,0,100937,"GF07",2014
"GF0704"," Public Health Services",-1,16,79,0,0,"M",0,"M",0,150,150,11,0,"M",7,"M",5,0,"M",0,"M",0,369,531,"L","L",-1,0,0,369,0,629,"GF07",2014
"GF0705"," Research and Development Health",693,119,7,0,0,"M",0,"M",0,0,0,9,0,"M",11,"M",482,0,"M",0,"M",0,278,661,"L","L",718,0,-25,278,0,1588,"GF07",2014
"GF0706"," Health not elsewhere classified",234,592,0,0,0,"M",0,"M",0,0,0,1465,0,"M",23,"M",23,0,"M",0,"M",0,2786,2635,"L","L",229,0,5,2786,0,5100,"GF07",2014
"GF0801"," Recreational & Sporting Services",-297,50,0,0,0,"M",0,"M",0,0,0,440,0,"M",86,"M",173,0,"M",11,"M",0,427,664,"L","L",-233,0,-64,427,0,793,"GF08",2014
"GF0802"," Cultural Services",282,501,2,0,0,"M",0,"M",0,0,0,840,0,"M",21,"M",467,0,"M",57,"M",0,623,948,"L","L",282,0,0,623,0,2715,"GF08",2014
"GF0803"," Broadcasting & Publishing Services",143,1451,0,0,0,"M",0,"M",0,0,0,15,0,"M",0,"M",179,0,"M",168,"M",0,2797,4173,"L","L",143,0,0,2797,0,4585,"GF08",2014
"GF0804"," Religious & Other Community Services",6,19,0,0,0,"M",0,"M",0,0,0,19,0,"M",0,"M",4,0,"M",0,"M",0,23,42,"L","L",6,0,0,23,0,71,"GF08",2014
"GF0805"," Research and Development Recreation,  Culture & Religion",5,0,0,0,0,"M",0,"M",0,0,0,-5,0,"M",0,"M",130,0,"M",0,"M",0,-1,19,"L","L",5,0,0,-1,0,129,"GF08",2014
"GF0806"," Recreation, Culture & Religion not elsewhere classified",0,15,10,0,0,"M",0,"M",0,0,0,122,0,"M",118,"M",0,0,"M",0,"M",0,17,90,"L","L",0,0,0,17,0,164,"GF08",2014
"GF0901"," Pre-primary  & Primary Education",72,540,3,0,0,"M",0,"M",27,0,27,291,0,"M",266,"M",3,0,"M",0,"M",0,150,706,"L","L",72,0,0,150,0,1086,"GF09",2014
"GF0902"," Secondary Education",2383,11855,474,0,0,"M",0,"M",0,0,0,997,0,"M",872,"M",-63,0,"M",3,"M",0,5295,16738,"L","L",2377,0,6,5295,0,20941,"GF09",2014
"GF0903"," Post-Secondary Non-Tertiary Education",0,0,0,0,0,"M",0,"M",0,0,0,7300,0,"M",0,"M",0,0,"M",0,"M",0,0,8,"L","L",0,0,0,0,0,7300,"GF09",2014
"GF0904"," Tertiary Education",35,91,10,0,0,"M",0,"M",0,0,0,7557,0,"M",0,"M",5012,0,"M",0,"M",0,809,963,"L","L",35,0,0,809,0,13514,"GF09",2014
"GF0905"," Education not Definable by Level",-8,97,253,0,0,"M",0,"M",0,0,0,188,0,"M",9,"M",1,0,"M",0,"M",0,1269,1278,"L","L",-8,0,0,1269,0,1800,"GF09",2014
"GF0906"," Subsidiary Services to Education",8,168,6,0,0,"M",0,"M",0,0,0,219,0,"M",155,"M",0,0,"M",0,"M",0,362,525,"L","L",8,0,0,362,0,763,"GF09",2014
"GF0907"," Research and Development Education",9,0,0,0,0,"M",0,"M",0,0,0,2,0,"M",0,"M",0,0,"M",0,"M",0,7,20,"L","L",9,0,0,7,0,18,"GF09",2014
"GF0908"," Education not elsewhere classified",24,538,0,0,0,"M",0,"M",0,0,0,34580,0,"M",34198,"M",3991,0,"M",3553,"M",0,615,1121,"L","L",24,0,0,615,0,39748,"GF09",2014
"GF1001"," Sickness & Disability",0,334,0,0,0,"M",0,"M",40061,0,40061,104,0,"M",100,"M",159,0,"M",159,"M",0,205,515,"L","L",0,0,0,205,0,40863,"GF10",2014
"GF1002"," Old Age",0,671,603,0,0,"M",0,"M",130820,0,130820,0,0,"M",0,"M",705,0,"M",0,"M",0,190,875,"L","L",0,0,0,190,0,132989,"GF10",2014
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1141,0,1141,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1141,"GF10",2014
"GF1004"," Family & Children",20,399,2,0,0,"M",0,"M",17851,0,17851,368,0,"M",291,"M",15,0,"M",15,"M",0,305,672,"L","L",20,0,0,305,0,18960,"GF10",2014
"GF1005"," Unemployment",0,0,0,0,0,"M",0,"M",4070,0,4070,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,4070,"GF10",2014
"GF1006"," Housing",0,0,0,0,0,"M",0,"M",570,0,570,25513,0,"M",25509,"M",57,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,26140,"GF10",2014
"GF1007"," Social Exclusion not elsewhere classified",0,0,10,0,0,"M",0,"M",29360,0,29360,244,0,"M",215,"M",5,0,"M",5,"M",0,43,43,"L","L",0,0,0,43,0,29662,"GF10",2014
"GF1008"," Research and Development Social Protection",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,4,"L","L",0,0,0,0,0,0,"GF10",2014
"GF1009"," Social Protection not elsewhere classified",72,1457,1,0,0,"M",0,"M",90,0,90,864,0,"M",223,"M",25,0,"M",4,"M",0,1262,2791,"L","L",70,0,2,1262,0,3771,"GF10",2014
