"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year"
"GF0402"," Agriculture, forestry, fishing and hunting",28,588,466,0,0,"M",0,"M",0,0,0,335,0,"M",3,"M",165,0,"M",28,"M",0,1052,1505,"L","L",30,0,-2,1052,0,2634,"GF04",2011
"GF0403"," Fuel and Energy",0,43,1423,0,0,"M",0,"M",0,0,0,26,0,"M",0,"M",8,0,"M",0,"M",0,308,326,"L","L",0,0,0,308,0,1808,"GF04",2011
"GF0404"," Mining, manufacturing and construction",0,0,-9,0,0,"M",0,"M",0,0,0,40,0,"M",0,"M",1,0,"M",0,"M",0,1,-6,"L","L",0,0,0,1,0,33,"GF04",2011
"GF0405"," Transport",5810,2055,1940,0,0,"M",0,"M",0,0,0,3737,0,"M",3656,"M",3119,0,"M",2850,"M",0,2439,4304,"L","L",5748,0,62,2439,0,19100,"GF04",2011
"GF0406"," Communication",0,12,171,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",16,0,"M",0,"M",0,49,10,"L","L",0,0,0,49,0,248,"GF04",2011
"GF0407"," Other Industries",0,44,0,0,0,"M",0,"M",0,0,0,8,0,"M",0,"M",23,0,"M",0,"M",0,96,117,"L","L",0,0,0,96,0,171,"GF04",2011
"GF0408"," Research and Development Economic Affairs",828,211,1368,0,0,"M",0,"M",0,0,0,394,0,"M",238,"M",2324,0,"M",79,"M",0,256,659,"L","L",826,0,2,256,0,5381,"GF04",2011
"GF0409"," Economic Affairs not elsewhere classified",12,218,0,0,0,"M",0,"M",0,0,0,53,0,"M",0,"M",134,0,"M",69,"M",0,224,434,"L","L",5,0,7,224,0,641,"GF04",2011
"GF0501"," Waste Management",1239,67,0,0,0,"M",0,"M",0,0,0,186,0,"M",82,"M",22,0,"M",14,"M",0,1694,1250,"L","L",1407,0,-168,1694,0,3208,"GF05",2011
"GF0502"," Water Waste Management",1,1,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,9,128,"L","L",1,0,0,9,0,11,"GF05",2011
"GF0503"," Pollution Abatement",0,12,1,0,0,"M",0,"M",0,0,0,61,0,"M",2,"M",110,0,"M",4,"M",0,80,90,"L","L",0,0,0,80,0,264,"GF05",2011
"GF0504"," Protection of biodiversity and landscape",13,177,11,0,0,"M",0,"M",0,0,0,76,0,"M",52,"M",7,0,"M",1,"M",0,280,413,"L","L",13,0,0,280,0,564,"GF05",2011
"GF0505"," Research and Development Environmental Protection",304,103,0,0,0,"M",0,"M",0,0,0,17,0,"M",3,"M",148,0,"M",0,"M",0,14,149,"L","L",304,0,0,14,0,586,"GF05",2011
"GF0506"," Environmental Protection not elsewhere classified",204,610,7,0,0,"M",0,"M",0,0,0,87,0,"M",14,"M",558,0,"M",86,"M",0,477,893,"L","L",204,0,0,477,0,1943,"GF05",2011
"GF0601"," Housing Development",17,14,-664,0,0,"M",0,"M",0,0,0,58,0,"M",11,"M",3843,0,"M",1050,"M",0,93,112,"L","L",16,0,1,93,0,3361,"GF06",2011
"GF0602"," Community Development",9,118,20,0,0,"M",0,"M",0,0,0,22572,0,"M",22494,"M",408,0,"M",252,"M",0,118,207,"L","L",9,0,0,118,0,23245,"GF06",2011
"GF0603"," Water supply",167,55,0,0,0,"M",0,"M",0,0,0,5,0,"M",0,"M",0,0,"M",0,"M",0,167,274,"L","L",167,0,0,167,0,394,"GF06",2011
"GF0604"," Street Lighting",6,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,22,30,"L","L",6,0,0,22,0,28,"GF06",2011
"GF0605"," Research and Development Housing & Community amenities",4,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,4,4,"L","L",4,0,0,4,0,8,"GF06",2011
"GF0606"," Housing & Community amenities not elsewhere classified",-1,54,0,0,0,"M",0,"M",0,0,0,22,0,"M",0,"M",239,0,"M",211,"M",0,32,83,"L","L",-1,0,0,32,0,346,"GF06",2011
"GF0701"," Medical Products appliances and equipment",0,0,0,0,0,"M",0,"M",0,8225,8225,0,0,"M",0,"M",0,0,"M",0,"M",0,704,8819,"L","L",0,0,0,704,0,8929,"GF07",2011
"GF0702"," Outpatient Services",360,2518,0,0,0,"M",0,"M",0,11085,11085,7,0,"M",1,"M",24,0,"M",0,"M",0,4757,18578,"L","L",360,0,0,4757,0,18751,"GF07",2011
"GF0703"," Hospital Services",4282,51193,1,0,0,"M",0,"M",0,5808,5808,330,0,"M",69,"M",184,0,"M",65,"M",0,29434,90949,"L","L",4177,0,105,29434,0,91232,"GF07",2011
"GF0704"," Public Health Services",0,8,49,0,0,"M",0,"M",0,126,126,1358,0,"M",1355,"M",0,0,"M",0,"M",0,276,406,"L","L",0,0,0,276,0,1817,"GF07",2011
"GF0705"," Research and Development Health",1163,160,0,0,0,"M",0,"M",0,0,0,15,0,"M",0,"M",380,0,"M",0,"M",0,206,607,"L","L",1163,0,0,206,0,1924,"GF07",2011
"GF0706"," Health not elsewhere classified",0,146,0,0,0,"M",0,"M",0,0,0,1180,0,"M",17,"M",0,0,"M",0,"M",0,24,-80,"L","L",0,0,0,24,0,1350,"GF07",2011
"GF0801"," Recreational & Sporting Services",1270,61,0,0,0,"M",0,"M",0,0,0,350,0,"M",67,"M",69,0,"M",-25,"M",0,319,561,"L","L",1283,0,-13,319,0,2069,"GF08",2011
"GF0802"," Cultural Services",256,559,5,0,0,"M",0,"M",0,0,0,672,0,"M",38,"M",192,0,"M",137,"M",0,798,1184,"L","L",256,0,0,798,0,2482,"GF08",2011
"GF0803"," Broadcasting & Publishing Services",175,1220,24,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",39,0,"M",0,"M",0,2651,4001,"L","L",175,0,0,2651,0,4109,"GF08",2011
"GF0804"," Religious & Other Community Services",4,17,0,0,0,"M",0,"M",0,0,0,12,0,"M",0,"M",4,0,"M",0,"M",0,13,30,"L","L",4,0,0,13,0,50,"GF08",2011
"GF0805"," Research and Development Recreation,  Culture & Religion",7,1,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",130,0,"M",0,"M",0,3,32,"L","L",7,0,0,3,0,141,"GF08",2011
"GF0806"," Recreation, Culture & Religion not elsewhere classified",1,35,0,0,0,"M",0,"M",0,0,0,9,0,"M",0,"M",0,0,"M",0,"M",0,45,136,"L","L",1,0,0,45,0,90,"GF08",2011
"GF0901"," Pre-primary  & Primary Education",44,519,0,0,0,"M",0,"M",24,0,24,325,0,"M",274,"M",83,0,"M",81,"M",0,150,676,"L","L",44,0,0,150,0,1145,"GF09",2011
"GF0902"," Secondary Education",302,4705,120,0,0,"M",0,"M",359,0,359,2760,0,"M",1811,"M",338,0,"M",13,"M",0,1150,5949,"L","L",279,0,23,1150,0,9734,"GF09",2011
"GF0903"," Post-Secondary Non-Tertiary Education",0,0,0,0,0,"M",0,"M",0,0,0,8699,0,"M",0,"M",0,0,"M",0,"M",0,0,19,"L","L",0,0,0,0,0,8699,"GF09",2011
"GF0904"," Tertiary Education",2,115,22,0,0,"M",0,"M",0,0,0,9243,0,"M",0,"M",1531,0,"M",0,"M",0,526,558,"L","L",2,0,0,526,0,11439,"GF09",2011
"GF0905"," Education not Definable by Level",8,94,223,0,0,"M",0,"M",0,0,0,558,0,"M",210,"M",113,0,"M",0,"M",0,1238,1177,"L","L",8,0,0,1238,0,2234,"GF09",2011
"GF0906"," Subsidiary Services to Education",0,177,244,0,0,"M",0,"M",0,0,0,232,0,"M",40,"M",0,0,"M",0,"M",0,319,496,"L","L",0,0,0,319,0,972,"GF09",2011
"GF0907"," Research and Development Education",6,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,3,23,"L","L",6,0,0,3,0,9,"GF09",2011
"GF0908"," Education not elsewhere classified",45,433,0,0,0,"M",0,"M",4,0,4,37151,0,"M",36325,"M",6686,0,"M",6289,"M",0,645,1146,"L","L",38,0,7,645,0,44964,"GF09",2011
"GF1001"," Sickness & Disability",6,513,0,0,0,"M",0,"M",31837,0,31837,382,0,"M",341,"M",100,0,"M",56,"M",0,908,1390,"L","L",6,0,0,908,0,33746,"GF10",2011
"GF1002"," Old Age",4,440,652,0,0,"M",0,"M",112379,0,112379,7,0,"M",0,"M",1,0,"M",0,"M",0,-8,450,"L","L",4,0,0,-8,0,113475,"GF10",2011
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1273,0,1273,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1273,"GF10",2011
"GF1004"," Family & Children",12,315,0,0,0,"M",0,"M",26369,0,26369,2261,0,"M",2175,"M",352,0,"M",224,"M",0,195,476,"L","L",12,0,0,195,0,29504,"GF10",2011
"GF1005"," Unemployment",0,161,0,0,0,"M",0,"M",5474,0,5474,0,0,"M",0,"M",0,0,"M",0,"M",0,180,340,"L","L",0,0,0,180,0,5815,"GF10",2011
"GF1006"," Housing",0,0,0,0,0,"M",0,"M",617,0,617,28930,0,"M",28926,"M",129,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,29676,"GF10",2011
"GF1007"," Social Exclusion not elsewhere classified",0,0,22,0,0,"M",0,"M",27361,0,27361,190,0,"M",131,"M",21,0,"M",18,"M",0,52,52,"L","L",0,0,0,52,0,27646,"GF10",2011
"GF1008"," Research and Development Social Protection",8,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,-2,"L","L",8,0,0,0,0,8,"GF10",2011
"GF1009"," Social Protection not elsewhere classified",198,1551,0,0,0,"M",0,"M",71,0,71,416,0,"M",38,"M",176,0,"M",154,"M",0,1554,2929,"L","L",198,0,0,1554,0,3966,"GF10",2011
