"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0602"," Community Development",-24,124,2,0,0,"M",0,"M",0,0,0,18679,0,"M",18539,"M",1219,0,"M",857,"M",0,201,295,"L","L",9,0,-33,201,0,20201,"GF06",2009,1230768000000.0
"GF0603"," Water supply",290,74,0,0,0,"M",0,"M",0,0,0,2,0,"M",0,"M",0,0,"M",0,"M",0,203,315,"L","L",290,0,0,203,0,569,"GF06",2009,1230768000000.0
"GF0604"," Street Lighting",6,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,16,27,"L","L",6,0,0,16,0,22,"GF06",2009,1230768000000.0
"GF0605"," Research and Development Housing & Community amenities",6,0,0,0,0,"M",0,"M",0,0,0,12,0,"M",12,"M",0,0,"M",0,"M",0,4,4,"L","L",6,0,0,4,0,22,"GF06",2009,1230768000000.0
"GF0606"," Housing & Community amenities not elsewhere classified",0,51,0,0,0,"M",0,"M",0,0,0,20,0,"M",1,"M",197,0,"M",183,"M",0,57,90,"L","L",0,0,0,57,0,325,"GF06",2009,1230768000000.0
"GF0701"," Medical Products appliances and equipment",5,0,9,0,0,"M",0,"M",0,8231,8231,0,0,"M",0,"M",0,0,"M",0,"M",0,701,8845,"L","L",5,0,0,701,0,8946,"GF07",2009,1230768000000.0
"GF0702"," Outpatient Services",392,1935,0,0,0,"M",0,"M",0,10875,10875,121,0,"M",0,"M",27,0,"M",0,"M",0,4938,17930,"L","L",392,0,0,4938,0,18288,"GF07",2009,1230768000000.0
"GF0703"," Hospital Services",5917,48527,3,0,0,"M",0,"M",0,4921,4921,397,0,"M",142,"M",263,0,"M",131,"M",0,27694,84961,"L","L",5659,0,258,27694,0,87722,"GF07",2009,1230768000000.0
"GF0704"," Public Health Services",0,1,21,0,0,"M",0,"M",0,120,120,1007,0,"M",983,"M",0,0,"M",0,"M",0,241,359,"L","L",0,0,0,241,0,1390,"GF07",2009,1230768000000.0
"GF0705"," Research and Development Health",1346,155,0,0,0,"M",0,"M",0,0,0,15,0,"M",0,"M",288,0,"M",0,"M",0,786,976,"L","L",1346,0,0,786,0,2590,"GF07",2009,1230768000000.0
"GF0706"," Health not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,1471,0,"M",0,"M",4,0,"M",0,"M",0,1,1,"L","L",0,0,0,1,0,1476,"GF07",2009,1230768000000.0
"GF0801"," Recreational & Sporting Services",1631,51,0,0,0,"M",0,"M",0,0,0,372,0,"M",96,"M",-140,0,"M",-116,"M",0,84,288,"L","L",1644,0,-13,84,0,1998,"GF08",2009,1230768000000.0
"GF0802"," Cultural Services",109,583,5,0,0,"M",0,"M",0,0,0,686,0,"M",33,"M",341,0,"M",163,"M",0,729,1101,"L","L",144,0,-35,729,0,2453,"GF08",2009,1230768000000.0
"GF0803"," Broadcasting & Publishing Services",125,1333,98,0,0,"M",0,"M",0,0,0,2,0,"M",0,"M",0,0,"M",0,"M",0,2433,3912,"L","L",125,0,0,2433,0,3991,"GF08",2009,1230768000000.0
"GF0804"," Religious & Other Community Services",0,0,0,0,0,"M",0,"M",0,0,0,16,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,16,"GF08",2009,1230768000000.0
"GF0805"," Research and Development Recreation,  Culture & Religion",11,4,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",120,0,"M",0,"M",0,5,42,"L","L",11,0,0,5,0,140,"GF08",2009,1230768000000.0
"GF0806"," Recreation, Culture & Religion not elsewhere classified",0,43,0,0,0,"M",0,"M",0,0,0,17,0,"M",0,"M",1,0,"M",0,"M",0,53,164,"L","L",0,0,0,53,0,114,"GF08",2009,1230768000000.0
"GF0901"," Pre-primary  & Primary Education",9,510,0,0,0,"M",0,"M",0,0,0,3093,0,"M",3060,"M",2529,0,"M",2521,"M",0,194,705,"L","L",9,0,0,194,0,6335,"GF09",2009,1230768000000.0
"GF0902"," Secondary Education",475,1769,0,0,0,"M",0,"M",576,0,576,2709,0,"M",2294,"M",2339,0,"M",1776,"M",0,617,2515,"L","L",475,0,0,617,0,8485,"GF09",2009,1230768000000.0
"GF0903"," Post-Secondary Non-Tertiary Education",0,3,0,0,0,"M",0,"M",0,0,0,8687,0,"M",378,"M",81,0,"M",0,"M",0,2,36,"L","L",0,0,0,2,0,8773,"GF09",2009,1230768000000.0
"GF0904"," Tertiary Education",3,107,0,0,0,"M",0,"M",7,0,7,10594,0,"M",0,"M",2111,0,"M",0,"M",0,461,539,"L","L",3,0,0,461,0,13283,"GF09",2009,1230768000000.0
"GF0905"," Education not Definable by Level",3,74,260,0,0,"M",0,"M",0,0,0,1194,0,"M",90,"M",74,0,"M",1,"M",0,1174,1080,"L","L",3,0,0,1174,0,2779,"GF09",2009,1230768000000.0
"GF0906"," Subsidiary Services to Education",2,192,0,0,0,"M",0,"M",5,0,5,664,0,"M",154,"M",8,0,"M",5,"M",0,469,657,"L","L",2,0,0,469,0,1340,"GF09",2009,1230768000000.0
"GF0907"," Research and Development Education",13,0,0,0,0,"M",0,"M",0,0,0,2,0,"M",0,"M",0,0,"M",0,"M",0,10,41,"L","L",13,0,0,10,0,25,"GF09",2009,1230768000000.0
"GF0908"," Education not elsewhere classified",213,410,0,0,0,"M",0,"M",0,0,0,36007,0,"M",35676,"M",1931,0,"M",1542,"M",0,786,1220,"L","L",213,0,0,786,0,39347,"GF09",2009,1230768000000.0
"GF1001"," Sickness & Disability",9,935,0,0,0,"M",0,"M",30954,0,30954,496,0,"M",277,"M",151,0,"M",137,"M",0,491,1342,"L","L",9,0,0,491,0,33036,"GF10",2009,1230768000000.0
"GF1002"," Old Age",14,518,630,0,0,"M",0,"M",101857,0,101857,3,0,"M",0,"M",0,0,"M",0,"M",0,229,767,"L","L",14,0,0,229,0,103251,"GF10",2009,1230768000000.0
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",2675,0,2675,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,2675,"GF10",2009,1230768000000.0
"GF1004"," Family & Children",31,308,0,0,0,"M",0,"M",26738,0,26738,380,0,"M",147,"M",524,0,"M",178,"M",0,680,887,"L","L",31,0,0,680,0,28661,"GF10",2009,1230768000000.0
"GF1005"," Unemployment",0,870,0,0,0,"M",0,"M",5601,0,5601,1,0,"M",0,"M",7,0,"M",0,"M",0,425,1224,"L","L",0,0,0,425,0,6904,"GF10",2009,1230768000000.0
"GF1006"," Housing",0,1,0,0,0,"M",0,"M",523,0,523,26756,0,"M",26752,"M",76,0,"M",0,"M",0,1,2,"L","L",0,0,0,1,0,27357,"GF10",2009,1230768000000.0
"GF1007"," Social Exclusion not elsewhere classified",0,0,0,0,0,"M",0,"M",23517,0,23517,319,0,"M",241,"M",31,0,"M",54,"M",0,29,56,"L","L",0,0,0,29,0,23896,"GF10",2009,1230768000000.0
"GF1008"," Research and Development Social Protection",4,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,-2,1,"L","L",4,0,0,-2,0,2,"GF10",2009,1230768000000.0
"GF1009"," Social Protection not elsewhere classified",102,680,0,0,0,"M",0,"M",82,0,82,514,0,"M",50,"M",44,0,"M",0,"M",0,778,1224,"L","L",102,0,0,778,0,2200,"GF10",2009,1230768000000.0
