"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year"
"GF0303"," Law Courts",240,2669,0,0,0,"M",0,"M",0,0,0,129,0,"M",4,"M",5,0,"M",0,"M",0,5290,6809,"L","L",239,0,1,5290,0,8333,"GF03",2013
"GF0304"," Prisons",72,1857,0,0,0,"M",0,"M",0,0,0,98,0,"M",0,"M",0,0,"M",0,"M",0,2038,3980,"L","L",72,0,0,2038,0,4065,"GF03",2013
"GF0305"," Research and Development public order and safety",45,25,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,11,33,"L","L",45,0,0,11,0,81,"GF03",2013
"GF0306"," Public order and safety not elsewhere classified",46,200,0,0,0,"M",0,"M",0,0,0,1414,0,"M",1404,"M",1,0,"M",1,"M",0,568,675,"L","L",43,0,3,568,0,2229,"GF03",2013
"GF0401"," General economic, commercial and labour affairs",-260,1946,284,0,0,"M",0,"M",0,0,0,1460,0,"M",102,"M",1367,0,"M",623,"M",0,3134,4751,"L","L",-277,0,17,3134,0,7931,"GF04",2013
"GF0402"," Agriculture, forestry, fishing and hunting",53,615,392,0,0,"M",0,"M",0,0,0,172,0,"M",9,"M",143,0,"M",34,"M",0,849,1317,"L","L",53,0,0,849,0,2224,"GF04",2013
"GF0403"," Fuel and Energy",1,55,2391,0,0,"M",0,"M",0,0,0,54,0,"M",3,"M",68,0,"M",38,"M",0,376,387,"L","L",1,0,0,376,0,2945,"GF04",2013
"GF0404"," Mining, manufacturing and construction",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",2,0,"M",0,"M",0,10,9,"L","L",0,0,0,10,0,12,"GF04",2013
"GF0405"," Transport",5293,2236,1870,0,0,"M",0,"M",0,0,0,3317,0,"M",3240,"M",4452,0,"M",4071,"M",0,3466,5187,"L","L",5410,0,-117,3466,0,20634,"GF04",2013
"GF0406"," Communication",3,0,306,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",1,0,"M",0,"M",0,262,274,"L","L",3,0,0,262,0,572,"GF04",2013
"GF0407"," Other Industries",2,44,0,0,0,"M",0,"M",0,0,0,42,0,"M",0,"M",6,0,"M",0,"M",0,126,136,"L","L",2,0,0,126,0,220,"GF04",2013
"GF0408"," Research and Development Economic Affairs",1106,277,1271,0,0,"M",0,"M",0,0,0,96,0,"M",5,"M",2894,0,"M",19,"M",0,337,736,"L","L",1104,0,2,337,0,5981,"GF04",2013
"GF0409"," Economic Affairs not elsewhere classified",12,300,0,0,0,"M",0,"M",0,0,0,4,0,"M",0,"M",20,0,"M",0,"M",0,279,570,"L","L",12,0,0,279,0,615,"GF04",2013
"GF0501"," Waste Management",1735,82,2,0,0,"M",0,"M",0,0,0,149,0,"M",144,"M",6,0,"M",6,"M",0,1417,1269,"L","L",1735,0,0,1417,0,3391,"GF05",2013
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,132,"L","L",0,0,0,0,0,0,"GF05",2013
"GF0503"," Pollution Abatement",0,12,0,0,0,"M",0,"M",0,0,0,15,0,"M",3,"M",47,0,"M",1,"M",0,99,103,"L","L",0,0,0,99,0,173,"GF05",2013
"GF0504"," Protection of biodiversity and landscape",21,150,1,0,0,"M",0,"M",0,0,0,34,0,"M",9,"M",1,0,"M",0,"M",0,316,428,"L","L",21,0,0,316,0,523,"GF05",2013
"GF0505"," Research and Development Environmental Protection",285,104,0,0,0,"M",0,"M",0,0,0,12,0,"M",0,"M",145,0,"M",0,"M",0,72,258,"L","L",284,0,1,72,0,618,"GF05",2013
"GF0506"," Environmental Protection not elsewhere classified",117,592,2,0,0,"M",0,"M",0,0,0,112,0,"M",30,"M",387,0,"M",91,"M",0,452,768,"L","L",117,0,0,452,0,1662,"GF05",2013
"GF0601"," Housing Development",23,10,-77,0,0,"M",0,"M",0,0,0,318,0,"M",300,"M",1883,0,"M",547,"M",0,13,35,"L","L",23,0,0,13,0,2170,"GF06",2013
"GF0602"," Community Development",3,88,6,0,0,"M",0,"M",0,0,0,23886,0,"M",23821,"M",1337,0,"M",1186,"M",0,74,142,"L","L",1,0,2,74,0,25394,"GF06",2013
"GF0603"," Water supply",168,57,0,0,0,"M",0,"M",0,0,0,3,0,"M",0,"M",0,0,"M",0,"M",0,175,256,"L","L",169,0,-1,175,0,403,"GF06",2013
"GF0604"," Street Lighting",7,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,19,23,"L","L",7,0,0,19,0,26,"GF06",2013
"GF0605"," Research and Development Housing & Community amenities",2,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,2,4,"L","L",2,0,0,2,0,4,"GF06",2013
"GF0606"," Housing & Community amenities not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,13,0,"M",3,"M",283,0,"M",277,"M",0,130,130,"L","L",0,0,0,130,0,426,"GF06",2013
"GF0701"," Medical Products appliances and equipment",0,0,25,0,0,"M",0,"M",0,7564,7564,2010,0,"M",2010,"M",94,0,"M",0,"M",0,666,8299,"L","L",0,0,0,666,0,10359,"GF07",2013
"GF0702"," Outpatient Services",257,2971,0,0,0,"M",0,"M",0,10926,10926,4,0,"M",0,"M",10,0,"M",2,"M",0,4401,18522,"L","L",257,0,0,4401,0,18569,"GF07",2013
"GF0703"," Hospital Services",3906,50408,0,0,0,"M",0,"M",0,6633,6633,131,0,"M",90,"M",126,0,"M",59,"M",0,34501,94612,"L","L",4091,0,-185,34501,0,95705,"GF07",2013
"GF0704"," Public Health Services",-7,15,30,0,0,"M",0,"M",0,148,148,7,0,"M",4,"M",0,0,"M",0,"M",0,372,531,"L","L",-7,0,0,372,0,565,"GF07",2013
"GF0705"," Research and Development Health",544,110,11,0,0,"M",0,"M",0,0,0,148,0,"M",11,"M",347,0,"M",0,"M",0,204,657,"L","L",542,0,2,204,0,1364,"GF07",2013
"GF0706"," Health not elsewhere classified",27,572,0,0,0,"M",0,"M",0,0,0,1696,0,"M",12,"M",51,0,"M",30,"M",0,1761,2171,"L","L",107,0,-80,1761,0,4107,"GF07",2013
"GF0801"," Recreational & Sporting Services",142,39,24,0,0,"M",0,"M",0,0,0,362,0,"M",34,"M",125,0,"M",-24,"M",0,263,514,"L","L",171,0,-29,263,0,955,"GF08",2013
"GF0802"," Cultural Services",289,493,2,0,0,"M",0,"M",0,0,0,789,0,"M",21,"M",398,0,"M",87,"M",0,685,1015,"L","L",293,0,-4,685,0,2656,"GF08",2013
"GF0803"," Broadcasting & Publishing Services",94,1169,0,0,0,"M",0,"M",0,0,0,19,0,"M",0,"M",29,0,"M",14,"M",0,2700,3784,"L","L",94,0,0,2700,0,4011,"GF08",2013
"GF0804"," Religious & Other Community Services",5,17,0,0,0,"M",0,"M",0,0,0,13,0,"M",0,"M",7,0,"M",0,"M",0,16,33,"L","L",5,0,0,16,0,58,"GF08",2013
"GF0805"," Research and Development Recreation,  Culture & Religion",6,2,0,0,0,"M",0,"M",0,0,0,-23,0,"M",0,"M",129,0,"M",0,"M",0,4,28,"L","L",6,0,0,4,0,118,"GF08",2013
"GF0806"," Recreation, Culture & Religion not elsewhere classified",1,16,8,0,0,"M",0,"M",0,0,0,166,0,"M",161,"M",0,0,"M",0,"M",0,24,97,"L","L",1,0,0,24,0,215,"GF08",2013
"GF0901"," Pre-primary  & Primary Education",52,512,-3,0,0,"M",0,"M",26,0,26,888,0,"M",854,"M",0,0,"M",0,"M",0,184,708,"L","L",52,0,0,184,0,1659,"GF09",2013
"GF0902"," Secondary Education",1150,9140,371,0,0,"M",0,"M",-1,0,-1,1222,0,"M",1036,"M",-80,0,"M",0,"M",0,3887,12782,"L","L",1110,0,40,3887,0,15689,"GF09",2013
"GF0903"," Post-Secondary Non-Tertiary Education",0,0,0,0,0,"M",0,"M",0,0,0,8042,0,"M",0,"M",0,0,"M",0,"M",0,0,11,"L","L",0,0,0,0,0,8042,"GF09",2013
"GF0904"," Tertiary Education",5,81,8,0,0,"M",0,"M",0,0,0,7707,0,"M",0,"M",3416,0,"M",0,"M",0,841,821,"L","L",5,0,0,841,0,12058,"GF09",2013
"GF0905"," Education not Definable by Level",8,87,185,0,0,"M",0,"M",0,0,0,194,0,"M",9,"M",5,0,"M",0,"M",0,1240,1233,"L","L",8,0,0,1240,0,1719,"GF09",2013
"GF0906"," Subsidiary Services to Education",5,163,8,0,0,"M",0,"M",0,0,0,170,0,"M",156,"M",0,0,"M",0,"M",0,334,497,"L","L",5,0,0,334,0,680,"GF09",2013
"GF0907"," Research and Development Education",10,0,0,0,0,"M",0,"M",0,0,0,1,0,"M",0,"M",0,0,"M",0,"M",0,8,21,"L","L",10,0,0,8,0,19,"GF09",2013
"GF0908"," Education not elsewhere classified",33,518,0,0,0,"M",0,"M",0,0,0,34688,0,"M",34385,"M",4084,0,"M",3842,"M",0,565,1126,"L","L",30,0,3,565,0,39888,"GF09",2013
"GF1001"," Sickness & Disability",1,331,0,0,0,"M",0,"M",37727,0,37727,102,0,"M",96,"M",150,0,"M",150,"M",0,401,706,"L","L",1,0,0,401,0,38712,"GF10",2013
"GF1002"," Old Age",0,613,622,0,0,"M",0,"M",125989,0,125989,0,0,"M",0,"M",558,0,"M",0,"M",0,173,804,"L","L",0,0,0,173,0,127955,"GF10",2013
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1119,0,1119,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1119,"GF10",2013
"GF1004"," Family & Children",16,370,-3,0,0,"M",0,"M",18935,0,18935,292,0,"M",200,"M",6,0,"M",6,"M",0,411,766,"L","L",16,0,0,411,0,20027,"GF10",2013
"GF1005"," Unemployment",0,0,0,0,0,"M",0,"M",5011,0,5011,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,5011,"GF10",2013
"GF1006"," Housing",0,0,0,0,0,"M",0,"M",572,0,572,27093,0,"M",27089,"M",59,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,27724,"GF10",2013
"GF1007"," Social Exclusion not elsewhere classified",0,0,19,0,0,"M",0,"M",29537,0,29537,259,0,"M",241,"M",6,0,"M",5,"M",0,51,51,"L","L",0,0,0,51,0,29872,"GF10",2013
"GF1008"," Research and Development Social Protection",2,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,4,"L","L",2,0,0,0,0,2,"GF10",2013
"GF1009"," Social Protection not elsewhere classified",89,1554,0,0,0,"M",0,"M",83,0,83,770,0,"M",226,"M",21,0,"M",3,"M",0,1024,2658,"L","L",86,0,3,1024,0,3541,"GF10",2013
