"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year"
"GF0801"," Recreational & Sporting Services",23,0,0,0,0,"M",0,"M",0,0,0,18,0,"M",0,"M",71,0,"M",16,"M",0,22,20,"L","L",23,0,0,22,0,134,"GF08",1995
"GF0802"," Cultural Services",48,0,6,0,0,"M",0,"M",0,0,0,445,0,"M",37,"M",161,0,"M",28,"M",0,258,187,"L","L",48,0,0,258,0,918,"GF08",1995
"GF0803"," Broadcasting & Publishing Services",176,1068,98,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,1188,2333,"L","L",176,0,0,1188,0,2530,"GF08",1995
"GF0804"," Religious & Other Community Services",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,0,"GF08",1995
"GF0805"," Research and Development Recreation,  Culture & Religion",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,223,"L","L",0,0,0,0,0,0,"GF08",1995
"GF0806"," Recreation, Culture & Religion not elsewhere classified",131,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",182,0,"M",5,"M",0,10,20,"L","L",131,0,0,10,0,323,"GF08",1995
"GF0901"," Pre-primary  & Primary Education",0,184,0,0,0,"M",0,"M",0,0,0,643,0,"M",545,"M",305,0,"M",246,"M",0,109,288,"L","L",0,0,0,109,0,1241,"GF09",1995
"GF0902"," Secondary Education",40,1525,0,0,0,"M",0,"M",0,0,0,417,0,"M",68,"M",478,0,"M",401,"M",0,49,1556,"L","L",40,0,0,49,0,2509,"GF09",1995
"GF0903"," Post-Secondary Non-Tertiary Education",78,80,0,0,0,"M",0,"M",0,0,0,2434,0,"M",0,"M",49,0,"M",0,"M",0,73,112,"L","L",78,0,0,73,0,2714,"GF09",1995
"GF0904"," Tertiary Education",0,15,0,0,0,"M",0,"M",0,0,0,4168,0,"M",784,"M",133,0,"M",0,"M",0,192,188,"L","L",0,0,0,192,0,4508,"GF09",1995
"GF0905"," Education not Definable by Level",12,40,203,0,0,"M",0,"M",0,0,0,985,0,"M",193,"M",44,0,"M",0,"M",0,753,739,"L","L",12,0,0,753,0,2037,"GF09",1995
"GF0906"," Subsidiary Services to Education",0,40,0,0,0,"M",0,"M",0,0,0,5,0,"M",0,"M",4,0,"M",0,"M",0,87,124,"L","L",0,0,0,87,0,136,"GF09",1995
"GF0907"," Research and Development Education",43,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,20,17,"L","L",43,0,0,20,0,63,"GF09",1995
"GF0908"," Education not elsewhere classified",74,177,0,0,0,"M",0,"M",0,0,0,16112,0,"M",15486,"M",852,0,"M",706,"M",0,276,444,"L","L",74,0,0,276,0,17491,"GF09",1995
"GF1001"," Sickness & Disability",33,401,0,0,0,"M",0,"M",18866,0,18866,467,0,"M",421,"M",0,0,"M",0,"M",0,165,579,"L","L",33,0,0,165,0,19932,"GF10",1995
"GF1002"," Old Age",0,209,0,0,0,"M",0,"M",46153,0,46153,745,0,"M",569,"M",0,0,"M",0,"M",0,0,282,"L","L",0,0,0,0,0,47107,"GF10",1995
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1465,0,1465,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1465,"GF10",1995
"GF1004"," Family & Children",0,209,0,0,0,"M",0,"M",13622,0,13622,0,0,"M",0,"M",0,0,"M",0,"M",0,0,206,"L","L",0,0,0,0,0,13831,"GF10",1995
"GF1005"," Unemployment",0,839,0,0,0,"M",0,"M",3509,0,3509,0,0,"M",0,"M",0,0,"M",0,"M",0,76,888,"L","L",0,0,0,76,0,4424,"GF10",1995
"GF1006"," Housing",12,19,0,0,0,"M",0,"M",2226,0,2226,10983,0,"M",10983,"M",13,0,"M",13,"M",0,68,89,"L","L",12,0,0,68,0,13321,"GF10",1995
"GF1007"," Social Exclusion not elsewhere classified",0,0,0,0,0,"M",0,"M",9092,0,9092,453,0,"M",414,"M",13,0,"M",13,"M",0,75,74,"L","L",0,0,0,75,0,9633,"GF10",1995
"GF1008"," Research and Development Social Protection",12,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,-7,"L","L",12,0,0,0,0,12,"GF10",1995
"GF1009"," Social Protection not elsewhere classified",95,228,0,0,0,"M",0,"M",115,0,115,0,0,"M",0,"M",50,0,"M",6,"M",0,1290,1555,"L","L",95,0,0,1290,0,1778,"GF10",1995
