"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0404"," Mining, manufacturing and construction",0,4,0,0,0,"M",0,"M",0,0,0,1,0,"M",1,"M",2,0,"M",2,"M",0,32,28,"L","L",0,0,0,32,0,39,"GF04",2019,1546300800000.0
"GF0405"," Transport",12036,2854,2165,0,0,"M",0,"M",0,0,0,1039,0,"M",657,"M",3877,0,"M",2839,"M",0,6135,9611,"L","L",12160,0,-124,6135,0,28106,"GF04",2019,1546300800000.0
"GF0406"," Communication",0,3,42,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",90,0,"M",0,"M",0,36,35,"L","L",0,0,0,36,0,171,"GF04",2019,1546300800000.0
"GF0407"," Other Industries",3,48,1,0,0,"M",0,"M",0,0,0,29,0,"M",0,"M",6,0,"M",3,"M",0,122,137,"L","L",3,0,0,122,0,209,"GF04",2019,1546300800000.0
"GF0408"," Research and Development Economic Affairs",1370,391,3957,0,0,"M",0,"M",0,0,0,10,0,"M",13,"M",4481,0,"M",6,"M",0,1106,1688,"L","L",1370,0,0,1106,0,11315,"GF04",2019,1546300800000.0
"GF0409"," Economic Affairs not elsewhere classified",12,250,0,0,0,"M",0,"M",0,0,0,17,0,"M",0,"M",60,0,"M",0,"M",0,194,446,"L","L",12,0,0,194,0,533,"GF04",2019,1546300800000.0
"GF0501"," Waste Management",1831,55,0,0,0,"M",0,"M",0,0,0,52,0,"M",33,"M",19,0,"M",16,"M",0,1496,2280,"L","L",1831,0,0,1496,0,3453,"GF05",2019,1546300800000.0
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,124,"L","L",0,0,0,0,0,0,"GF05",2019,1546300800000.0
"GF0503"," Pollution Abatement",0,7,-1,0,0,"M",0,"M",0,0,0,40,0,"M",37,"M",82,0,"M",0,"M",0,42,49,"L","L",0,0,0,42,0,170,"GF05",2019,1546300800000.0
"GF0504"," Protection of biodiversity and landscape",8,188,0,0,0,"M",0,"M",0,0,0,64,0,"M",51,"M",7,0,"M",0,"M",0,212,303,"L","L",8,0,0,212,0,479,"GF05",2019,1546300800000.0
"GF0505"," Research and Development Environmental Protection",208,70,0,0,0,"M",0,"M",0,0,0,3,0,"M",0,"M",77,0,"M",0,"M",0,37,288,"L","L",208,0,0,37,0,395,"GF05",2019,1546300800000.0
"GF0506"," Environmental Protection not elsewhere classified",160,533,1,0,0,"M",0,"M",0,0,0,199,0,"M",84,"M",507,0,"M",102,"M",0,539,675,"L","L",160,0,0,539,0,1939,"GF05",2019,1546300800000.0
"GF0601"," Housing Development",3,65,1,0,0,"M",0,"M",0,0,0,591,0,"M",497,"M",3978,0,"M",1429,"M",0,48,100,"L","L",3,0,0,48,0,4686,"GF06",2019,1546300800000.0
"GF0602"," Community Development",14,135,8,0,0,"M",0,"M",0,0,0,27274,0,"M",27165,"M",703,0,"M",657,"M",0,246,359,"L","L",14,0,0,246,0,28380,"GF06",2019,1546300800000.0
"GF0603"," Water supply",169,60,0,0,0,"M",0,"M",0,0,0,5,0,"M",0,"M",33,0,"M",0,"M",0,176,200,"L","L",169,0,0,176,0,443,"GF06",2019,1546300800000.0
"GF0604"," Street Lighting",9,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,17,17,"L","L",9,0,0,17,0,26,"GF06",2019,1546300800000.0
"GF0605"," Research and Development Housing & Community amenities",5,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,4,"L","L",5,0,0,0,0,5,"GF06",2019,1546300800000.0
"GF0606"," Housing & Community amenities not elsewhere classified",8,141,0,0,0,"M",0,"M",0,0,0,270,0,"M",267,"M",709,0,"M",702,"M",0,46,184,"L","L",8,0,0,46,0,1174,"GF06",2019,1546300800000.0
"GF0701"," Medical Products appliances and equipment",0,0,8,0,0,"M",0,"M",0,9798,9798,3165,0,"M",3165,"M",0,0,"M",0,"M",0,741,10539,"L","L",0,0,0,741,0,13712,"GF07",2019,1546300800000.0
"GF0702"," Outpatient Services",439,3997,0,0,0,"M",0,"M",0,12420,12420,54,0,"M",38,"M",12,0,"M",0,"M",0,5565,22190,"L","L",439,0,0,5565,0,22487,"GF07",2019,1546300800000.0
"GF0703"," Hospital Services",5320,68525,0,0,0,"M",0,"M",0,11247,11247,3,0,"M",0,"M",319,0,"M",95,"M",0,37951,118928,"L","L",5312,0,8,37951,0,123365,"GF07",2019,1546300800000.0
"GF0704"," Public Health Services",-9,20,10,0,0,"M",0,"M",0,120,120,4,0,"M",2,"M",0,0,"M",0,"M",0,548,684,"L","L",-9,0,0,548,0,693,"GF07",2019,1546300800000.0
"GF0705"," Research and Development Health",1675,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",267,0,"M",0,"M",0,1361,1884,"L","L",1666,0,9,1361,0,3303,"GF07",2019,1546300800000.0
"GF0706"," Health not elsewhere classified",124,940,0,0,0,"M",0,"M",0,0,0,2419,0,"M",51,"M",229,0,"M",226,"M",0,3049,2270,"L","L",198,0,-74,3049,0,6761,"GF07",2019,1546300800000.0
"GF0801"," Recreational & Sporting Services",60,85,0,0,0,"M",0,"M",0,0,0,389,0,"M",58,"M",52,0,"M",11,"M",0,158,336,"L","L",13,0,47,158,0,744,"GF08",2019,1546300800000.0
"GF0802"," Cultural Services",234,595,7,0,0,"M",0,"M",0,0,0,757,0,"M",8,"M",313,0,"M",100,"M",0,593,1063,"L","L",233,0,1,593,0,2499,"GF08",2019,1546300800000.0
"GF0803"," Broadcasting & Publishing Services",200,1420,0,0,0,"M",0,"M",0,0,0,48,0,"M",0,"M",124,0,"M",51,"M",0,3156,4257,"L","L",200,0,0,3156,0,4948,"GF08",2019,1546300800000.0
"GF0804"," Religious & Other Community Services",5,16,0,0,0,"M",0,"M",0,0,0,38,0,"M",0,"M",5,0,"M",0,"M",0,63,63,"L","L",5,0,0,63,0,127,"GF08",2019,1546300800000.0
"GF0805"," Research and Development Recreation,  Culture & Religion",28,25,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",79,0,"M",0,"M",0,4,34,"L","L",28,0,0,4,0,136,"GF08",2019,1546300800000.0
"GF0806"," Recreation, Culture & Religion not elsewhere classified",2,50,1,0,0,"M",0,"M",0,0,0,28,0,"M",0,"M",2,0,"M",2,"M",0,42,144,"L","L",2,0,0,42,0,125,"GF08",2019,1546300800000.0
"GF0901"," Pre-primary  & Primary Education",54,687,3,0,0,"M",0,"M",29,0,29,4802,0,"M",4792,"M",215,0,"M",212,"M",0,107,822,"L","L",54,0,0,107,0,5897,"GF09",2019,1546300800000.0
"GF0902"," Secondary Education",2116,19453,397,0,0,"M",0,"M",0,0,0,490,0,"M",490,"M",76,0,"M",0,"M",0,6650,26493,"L","L",2110,0,6,6650,0,29182,"GF09",2019,1546300800000.0
"GF0903"," Post-Secondary Non-Tertiary Education",0,0,0,0,0,"M",0,"M",0,0,0,6407,0,"M",0,"M",0,0,"M",0,"M",0,0,4,"L","L",0,0,0,0,0,6407,"GF09",2019,1546300800000.0
"GF0904"," Tertiary Education",28,188,151,0,0,"M",0,"M",0,0,0,3550,0,"M",5,"M",9922,0,"M",14,"M",0,370,502,"L","L",28,0,0,370,0,14209,"GF09",2019,1546300800000.0
"GF0905"," Education not Definable by Level",7,70,250,0,0,"M",0,"M",0,0,0,1033,0,"M",544,"M",24,0,"M",0,"M",0,1367,1355,"L","L",7,0,0,1367,0,2751,"GF09",2019,1546300800000.0
"GF0906"," Subsidiary Services to Education",2,210,3,0,0,"M",0,"M",0,0,0,377,0,"M",350,"M",0,0,"M",0,"M",0,484,672,"L","L",2,0,0,484,0,1076,"GF09",2019,1546300800000.0
"GF0907"," Research and Development Education",21,12,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",2238,0,"M",0,"M",0,5,13,"L","L",21,0,0,5,0,2276,"GF09",2019,1546300800000.0
"GF0908"," Education not elsewhere classified",179,653,0,0,0,"M",0,"M",0,0,0,27332,0,"M",26592,"M",3003,0,"M",2800,"M",0,1120,1672,"L","L",181,0,-2,1120,0,32287,"GF09",2019,1546300800000.0
"GF1001"," Sickness & Disability",1,463,0,0,0,"M",0,"M",45554,0,45554,33,0,"M",0,"M",0,0,"M",0,"M",0,279,695,"L","L",1,0,0,279,0,46330,"GF10",2019,1546300800000.0
"GF1002"," Old Age",0,604,594,0,0,"M",0,"M",148173,0,148173,0,0,"M",0,"M",150,0,"M",0,"M",0,241,834,"L","L",0,0,0,241,0,149762,"GF10",2019,1546300800000.0
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1162,0,1162,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1162,"GF10",2019,1546300800000.0
"GF1004"," Family & Children",0,212,-1,0,0,"M",0,"M",13825,0,13825,468,0,"M",168,"M",19,0,"M",19,"M",0,201,379,"L","L",0,0,0,201,0,14724,"GF10",2019,1546300800000.0
"GF1005"," Unemployment",0,4,0,0,0,"M",0,"M",1266,0,1266,0,0,"M",0,"M",0,0,"M",0,"M",0,3,0,"L","L",0,0,0,3,0,1273,"GF10",2019,1546300800000.0
"GF1006"," Housing",0,0,0,0,0,"M",0,"M",496,0,496,19905,0,"M",19904,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,20401,"GF10",2019,1546300800000.0
"GF1007"," Social Exclusion not elsewhere classified",2,13,11,0,0,"M",0,"M",38364,0,38364,445,0,"M",421,"M",3,0,"M",1,"M",0,65,78,"L","L",2,0,0,65,0,38903,"GF10",2019,1546300800000.0
"GF1008"," Research and Development Social Protection",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,0,"GF10",2019,1546300800000.0
"GF1009"," Social Protection not elsewhere classified",26,1944,0,0,0,"M",0,"M",105,0,105,785,0,"M",120,"M",0,0,"M",0,"M",0,2017,3918,"L","L",25,0,1,2017,0,4877,"GF10",2019,1546300800000.0
