"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year"
"GF0203"," Foreign Military Aid",126,83,0,0,0,"M",0,"M",0,0,0,1,0,"M",0,"M",0,0,"M",0,"M",0,628,877,"L","L",126,0,0,628,0,838,"GF02",2018
"GF0204"," Research and Development Defence",913,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,832,1606,"L","L",913,0,0,832,0,1745,"GF02",2018
"GF0205"," Defence not elsewhere classified",4,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,198,242,"L","L",4,0,0,198,0,202,"GF02",2018
"GF0301"," Police services",462,3530,0,0,0,"M",0,"M",0,0,0,9539,0,"M",9474,"M",199,0,"M",165,"M",0,3054,6189,"L","L",458,0,4,3054,0,16784,"GF03",2018
"GF0302"," Fire protection services",40,367,0,0,0,"M",0,"M",0,0,0,9,0,"M",9,"M",2,0,"M",2,"M",0,84,471,"L","L",41,0,-1,84,0,502,"GF03",2018
"GF0303"," Law Courts",392,2707,0,0,0,"M",0,"M",0,0,0,97,0,"M",81,"M",0,0,"M",0,"M",0,4959,6072,"L","L",373,0,19,4959,0,8155,"GF03",2018
"GF0304"," Prisons",157,1702,0,0,0,"M",0,"M",0,0,0,87,0,"M",76,"M",3,0,"M",0,"M",0,2356,4086,"L","L",157,0,0,2356,0,4305,"GF03",2018
"GF0305"," Research and Development public order and safety",28,18,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",15,0,"M",0,"M",0,6,42,"L","L",28,0,0,6,0,67,"GF03",2018
"GF0306"," Public order and safety not elsewhere classified",115,199,0,0,0,"M",0,"M",0,0,0,2946,0,"M",2943,"M",0,0,"M",0,"M",0,755,854,"L","L",93,0,22,755,0,4015,"GF03",2018
"GF0401"," General economic, commercial and labour affairs",184,2227,2187,0,0,"M",0,"M",0,0,0,477,0,"M",77,"M",2449,0,"M",2044,"M",0,2445,4432,"L","L",165,0,19,2445,0,9969,"GF04",2018
"GF0402"," Agriculture, forestry, fishing and hunting",184,655,271,0,0,"M",0,"M",0,0,0,134,0,"M",9,"M",135,0,"M",58,"M",0,840,1371,"L","L",184,0,0,840,0,2219,"GF04",2018
"GF0403"," Fuel and Energy",-1,110,6860,0,0,"M",0,"M",0,0,0,46,0,"M",9,"M",6,0,"M",0,"M",0,352,413,"L","L",-1,0,0,352,0,7373,"GF04",2018
"GF0404"," Mining, manufacturing and construction",0,4,0,0,0,"M",0,"M",0,0,0,4,0,"M",4,"M",0,0,"M",0,"M",0,28,24,"L","L",0,0,0,28,0,36,"GF04",2018
"GF0405"," Transport",11059,2873,1895,0,0,"M",0,"M",0,0,0,908,0,"M",801,"M",4311,0,"M",2763,"M",0,4531,7798,"L","L",11298,0,-239,4531,0,25577,"GF04",2018
"GF0406"," Communication",0,9,84,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",164,0,"M",0,"M",0,31,43,"L","L",0,0,0,31,0,288,"GF04",2018
"GF0407"," Other Industries",1,45,0,0,0,"M",0,"M",0,0,0,34,0,"M",0,"M",1,0,"M",-1,"M",0,140,154,"L","L",1,0,0,140,0,221,"GF04",2018
"GF0408"," Research and Development Economic Affairs",1159,374,4887,0,0,"M",0,"M",0,0,0,4,0,"M",7,"M",3903,0,"M",0,"M",0,515,1003,"L","L",1159,0,0,515,0,10842,"GF04",2018
"GF0409"," Economic Affairs not elsewhere classified",9,201,0,0,0,"M",0,"M",0,0,0,11,0,"M",1,"M",25,0,"M",0,"M",0,242,425,"L","L",8,0,1,242,0,488,"GF04",2018
"GF0501"," Waste Management",2029,44,0,0,0,"M",0,"M",0,0,0,44,0,"M",31,"M",14,0,"M",11,"M",0,1556,1777,"L","L",2029,0,0,1556,0,3687,"GF05",2018
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,124,"L","L",0,0,0,0,0,0,"GF05",2018
"GF0503"," Pollution Abatement",0,8,0,0,0,"M",0,"M",0,0,0,23,0,"M",19,"M",16,0,"M",0,"M",0,31,39,"L","L",0,0,0,31,0,78,"GF05",2018
"GF0504"," Protection of biodiversity and landscape",25,195,9,0,0,"M",0,"M",0,0,0,120,0,"M",105,"M",22,0,"M",0,"M",0,205,372,"L","L",25,0,0,205,0,576,"GF05",2018
"GF0505"," Research and Development Environmental Protection",218,91,0,0,0,"M",0,"M",0,0,0,3,0,"M",0,"M",87,0,"M",0,"M",0,45,300,"L","L",218,0,0,45,0,444,"GF05",2018
"GF0506"," Environmental Protection not elsewhere classified",141,525,2,0,0,"M",0,"M",0,0,0,215,0,"M",121,"M",459,0,"M",129,"M",0,681,817,"L","L",141,0,0,681,0,2023,"GF05",2018
"GF0601"," Housing Development",-7,60,8,0,0,"M",0,"M",0,0,0,518,0,"M",446,"M",1929,0,"M",282,"M",0,40,93,"L","L",-7,0,0,40,0,2548,"GF06",2018
"GF0602"," Community Development",14,108,4,0,0,"M",0,"M",0,0,0,27450,0,"M",27237,"M",1243,0,"M",1210,"M",0,130,223,"L","L",14,0,0,130,0,28949,"GF06",2018
"GF0603"," Water supply",161,63,0,0,0,"M",0,"M",0,0,0,-1,0,"M",0,"M",40,0,"M",0,"M",0,171,203,"L","L",161,0,0,171,0,434,"GF06",2018
"GF0604"," Street Lighting",11,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,16,17,"L","L",11,0,0,16,0,27,"GF06",2018
"GF0605"," Research and Development Housing & Community amenities",0,0,0,0,0,"M",0,"M",0,0,0,1,0,"M",0,"M",0,0,"M",0,"M",0,0,1,"L","L",0,0,0,0,0,1,"GF06",2018
"GF0606"," Housing & Community amenities not elsewhere classified",8,133,0,0,0,"M",0,"M",0,0,0,136,0,"M",136,"M",623,0,"M",609,"M",0,40,153,"L","L",8,0,0,40,0,940,"GF06",2018
"GF0701"," Medical Products appliances and equipment",0,0,20,0,0,"M",0,"M",0,9643,9643,3190,0,"M",3190,"M",0,0,"M",0,"M",0,738,10381,"L","L",0,0,0,738,0,13591,"GF07",2018
"GF0702"," Outpatient Services",338,3454,1,0,0,"M",0,"M",0,11777,11777,55,0,"M",22,"M",4,0,"M",0,"M",0,5391,20827,"L","L",338,0,0,5391,0,21020,"GF07",2018
"GF0703"," Hospital Services",5023,64697,0,0,0,"M",0,"M",0,10682,10682,26,0,"M",23,"M",449,0,"M",107,"M",0,36497,110939,"L","L",5032,0,-9,36497,0,117374,"GF07",2018
"GF0704"," Public Health Services",-1,16,56,0,0,"M",0,"M",0,101,101,0,0,"M",0,"M",0,0,"M",0,"M",0,425,538,"L","L",-1,0,0,425,0,597,"GF07",2018
"GF0705"," Research and Development Health",1759,18,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",368,0,"M",0,"M",0,1320,1519,"L","L",1823,0,-64,1320,0,3465,"GF07",2018
"GF0706"," Health not elsewhere classified",123,864,0,0,0,"M",0,"M",0,0,0,2370,0,"M",15,"M",10,0,"M",10,"M",0,1784,1922,"L","L",111,0,12,1784,0,5151,"GF07",2018
"GF0801"," Recreational & Sporting Services",121,76,0,0,0,"M",0,"M",0,0,0,443,0,"M",83,"M",50,0,"M",15,"M",0,200,417,"L","L",28,0,93,200,0,890,"GF08",2018
"GF0802"," Cultural Services",152,537,21,0,0,"M",0,"M",0,0,0,791,0,"M",16,"M",472,0,"M",179,"M",0,688,1206,"L","L",149,0,3,688,0,2661,"GF08",2018
"GF0803"," Broadcasting & Publishing Services",147,1301,0,0,0,"M",0,"M",0,0,0,30,0,"M",0,"M",156,0,"M",31,"M",0,3075,3889,"L","L",147,0,0,3075,0,4709,"GF08",2018
"GF0804"," Religious & Other Community Services",3,15,0,0,0,"M",0,"M",0,0,0,40,0,"M",0,"M",7,0,"M",0,"M",0,60,51,"L","L",3,0,0,60,0,125,"GF08",2018
"GF0805"," Research and Development Recreation,  Culture & Religion",25,24,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",97,0,"M",0,"M",0,4,27,"L","L",25,0,0,4,0,150,"GF08",2018
"GF0806"," Recreation, Culture & Religion not elsewhere classified",1,35,3,0,0,"M",0,"M",0,0,0,79,0,"M",53,"M",0,0,"M",0,"M",0,26,113,"L","L",1,0,0,26,0,144,"GF08",2018
"GF0901"," Pre-primary  & Primary Education",59,639,6,0,0,"M",0,"M",28,0,28,4319,0,"M",4309,"M",189,0,"M",189,"M",0,98,762,"L","L",59,0,0,98,0,5338,"GF09",2018
"GF0902"," Secondary Education",2170,17222,400,0,0,"M",0,"M",0,0,0,894,0,"M",929,"M",57,0,"M",0,"M",0,5966,23474,"L","L",2180,0,-10,5966,0,26709,"GF09",2018
"GF0903"," Post-Secondary Non-Tertiary Education",0,0,0,0,0,"M",0,"M",0,0,0,6992,0,"M",0,"M",0,0,"M",0,"M",0,0,4,"L","L",0,0,0,0,0,6992,"GF09",2018
"GF0904"," Tertiary Education",58,145,232,0,0,"M",0,"M",0,0,0,3918,0,"M",4,"M",8928,0,"M",0,"M",0,400,441,"L","L",57,0,1,400,0,13681,"GF09",2018
"GF0905"," Education not Definable by Level",-1,81,194,0,0,"M",0,"M",0,0,0,980,0,"M",373,"M",0,0,"M",0,"M",0,1347,1338,"L","L",-1,0,0,1347,0,2601,"GF09",2018
"GF0906"," Subsidiary Services to Education",2,243,2,0,0,"M",0,"M",0,0,0,546,0,"M",528,"M",0,0,"M",0,"M",0,337,572,"L","L",2,0,0,337,0,1130,"GF09",2018
"GF0907"," Research and Development Education",1,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",1958,0,"M",0,"M",0,0,11,"L","L",1,0,0,0,0,1959,"GF09",2018
"GF0908"," Education not elsewhere classified",153,654,0,0,0,"M",0,"M",1,0,1,27009,0,"M",26590,"M",3630,0,"M",3271,"M",0,997,1566,"L","L",144,0,9,997,0,32444,"GF09",2018
"GF1001"," Sickness & Disability",2,423,0,0,0,"M",0,"M",45645,0,45645,14,0,"M",12,"M",0,0,"M",0,"M",0,271,658,"L","L",2,0,0,271,0,46355,"GF10",2018
"GF1002"," Old Age",0,657,582,0,0,"M",0,"M",144443,0,144443,0,0,"M",0,"M",155,0,"M",0,"M",0,241,901,"L","L",0,0,0,241,0,146078,"GF10",2018
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1110,0,1110,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1110,"GF10",2018
"GF1004"," Family & Children",5,205,1,0,0,"M",0,"M",14408,0,14408,520,0,"M",299,"M",4,0,"M",4,"M",0,234,412,"L","L",5,0,0,234,0,15377,"GF10",2018
"GF1005"," Unemployment",0,0,0,0,0,"M",0,"M",1896,0,1896,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1896,"GF10",2018
"GF1006"," Housing",0,0,0,0,0,"M",0,"M",536,0,536,22666,0,"M",22666,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,23202,"GF10",2018
"GF1007"," Social Exclusion not elsewhere classified",2,14,9,0,0,"M",0,"M",33376,0,33376,324,0,"M",304,"M",5,0,"M",2,"M",0,42,56,"L","L",2,0,0,42,0,33772,"GF10",2018
"GF1008"," Research and Development Social Protection",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,2,"L","L",0,0,0,0,0,0,"GF10",2018
"GF1009"," Social Protection not elsewhere classified",227,1813,0,0,0,"M",0,"M",121,0,121,714,0,"M",166,"M",0,0,"M",0,"M",0,2014,3860,"L","L",214,0,13,2014,0,4889,"GF10",2018
